	System-Id	WM1	WM2	distance	drug-offset-end	drug-offset-start	relType	sideEffect-offset-end	sideEffect-offset-start	Sentence
196	00acb502-63fb-4c3b-8009-6e0055b88639	taxotere	easier to tolerate		1648	1640	positive	1630	1612	i am told this is easier to tolerate than the taxotere which makes me gag to think of going through that again.
197	00ad8adb-86bf-42a9-8000-f87a02b90be9	avastin	she is doing great		112	105	positive	1042	1024	she went off that drug onto avastin and called me when she found out about my dx and she is doing great.
198	00b5ea74-30ab-4a29-8001-f718c9b78b79	alimta	lot less difficult		235	229	positive	327	309	i completed my second alimta infusion wednesday and i must say that so far; (for me), this chemo is a lot less difficult than the cistplatin.
199	00b5ea74-30ab-4a29-8001-f718c9b78b79	cistplatin	lot less difficult		347	337	positive	327	309	i completed my second alimta infusion wednesday and i must say that so far; (for me), this chemo is a lot less difficult than the cistplatin.
200	00b70cf7-d574-474f-8001-14733cd9c239	taxol	my hair started to grow back		120	115	positive	323	295	my hair started to grow back in when i had about half my 12 taxols left.
201	00b7bf81-f12a-4928-8013-61cf22e04e61	taxol	way easier		76	71	positive	87	77	i found taxol way easier than ac so hb hoping it goes well for you .
203	00ba3ad6-85ca-47e8-8000-8aa1536a1640	anastrozole	i have no side effects		507	496	positive	547	525	i am on anastrozole now and although i have no side effects i don't think it's working either.
204	00bab7c5-435f-4cc8-8000-ef3ac2caac24	oxalplatin	much easier for me		1512	1502	positive	1496	1478	this stuff does work and cpt11 is much easier for me than oxalplatin.
206	00be3b30-b783-4e80-8014-c61e4e6c1100	taxotere	was much easier for me		86	78	positive	164	142	taxotere was much easier for me.
209	00be3e99-efab-4560-8014-c6dd07b52410	arimidex	feeling ok		68	60	positive	217	207	have you considered taking an 81mg aspirin to prevent clots if otherwise you are feeling ok with arimidex?
213	00bf2f56-41de-4028-8014-fb9349fe5121	carbo	helped me		341	336	positive	371	362	ginger ale or carbonated beverages also helped me.
214	00c88174-41fe-42cb-8001-4bafb4e20511	abrax	my hair started growing back		130	125	positive	163	135	when i was found i was allergic to it and changed to abraxane, my hair started growing back after 3 months on it.
216	00c8be87-cce0-4369-8000-a114d9fe4de1	tarceva	it works		157	150	positive	29	21	hoping it works for you and the side effects are minimal.dont hesitate to ask anything , no matter how small or maybe you think its not tarceva related.
217	00c8e84a-6bc6-4f00-8017-2bcbf19ba400	tamoxifen	i feel much better		25	16	positive	334	316	i feel much better and therefore decided to try the tamoxifen again hoping that the other side effects do not come back.
218	00c98c9a-8766-438b-8001-4f25decd1191	taxotere	much easier to tolerate		77	69	positive	63	40	my onc said that taxol given weekly is much easier to tolerate than taxotere given every 3rd week.
219	00c98c9a-8766-438b-8001-4f25decd1191	taxol	much easier to tolerate		23	18	positive	63	40	my onc said that taxol given weekly is much easier to tolerate than taxotere given every 3rd week.
221	00c98c9a-8766-438b-8001-4f25decd1191	taxotere	is better		77	69	positive	694	685	i have heard that taxotere is better for neuropathy, but have been unable to find any studies about it, and my onc said he hadn't heard that.
222	00c9afcb-a47c-4b4a-8001-4f9af2c9b5c4	taxol	definitely easier		49	44	positive	423	406	just wondering do others get a day when they don't feel good on taxol overall, it is definitely easier than ac so far but kind of worrying if the effects are cumulative what can i expect in the coming weeks
223	00ca2633-e83f-4cd9-8001-512575417949	herceptin	works better for me		753	744	positive	633	614	there is also a tea tree mouthwash that works better for me than the biotene one.just wondering for those people on long chemo regimens where there are multiple doses of herceptin after the other drugs, do you wait until all of that is over before starting radiation?
224	00cca2e6-01f2-4840-8001-048f672a4400	rituximab	it went well		152	143	positive	43	31	glad it went well at the appointment today, great to see your upbeat about it;-) i'm glad their cracking on with the rituximab with you!
225	00ce5879-8ab4-4086-8001-5f4a032c0c84	tamoxifen	doing well		858	849	positive	884	874	am on tamoxifen and zometa and doing well.
226	00ceda8a-960b-46d8-8042-421383b4f679	vectibix	did well		731	723	positive	741	733	onc then put me on iriontecan and vectibix, did well on this for about 10 months, so took a break of 4 weeks and my cea jumped up 80 points.
227	00cf8238-299d-4ba0-8004-aee411500010	taxol	much easier		579	574	positive	600	589	-commenced 12 weekly taxol 12/5/08, much easier to cope, suffered lots of aches & pains, nausea etc.
228	00d09ed5-c84d-40a7-8003-21901c684f09	rituxan	no toxicity		395	388	positive	852	841	there was no toxicity with the infusion of rituxan.
229	00d0f949-9b5f-4b44-8001-2ba897c77cb9	torisel	works well		99	92	positive	110	100	i truly hope the torisel works well for her.
230	00d2e6c1-83d1-4108-879e-d3edf5d21110	avastin	is working		243	236	positive	254	244	folfox w/avastin is working and i am afraid if he stops the oxal.
231	00d378ab-b3ed-4798-8019-ac0034d33431	herceptin	my hair is growing back		109	100	positive	160	137	i am still on the herceptin for a few more months, but my hair is growing back and i am starting to regain my life somewhat.
233	00d3e4da-6b53-4d20-8019-c64b01a95d90	tarceva	did ok		192	185	positive	151	145	did ok until this year, did 3 rounds of tarceva.
236	00d4ce08-e81e-47f9-8001-75a0467b2f89	taxol	hair growing back		33	28	positive	431	414	i feel like i haven't slept in years and really that's all i've done this week!i'm still interested in the varying information about hair growing back on taxol.
237	00d4e415-f76d-48dd-8001-75edb8cd6e61	arimidex	did well		217	209	positive	160	152	did well with the radiation and no side effects from the arimidex that aren't tolerable.
238	00d86222-0a47-4c06-8001-824c26404684	taxol	feeling good		37	32	positive	19	7	still feeling good after first taxol tx.
239	00d8c3c0-e4ec-4686-8006-fb979d9a5ab9	mitomycin	went well		474	465	positive	442	433	he said the surgery went well and that he also used mitomycin c. in about 1 hrs they called my wife and told her she could go sit with me in the outpatient area.
240	00d8c576-f4e0-42da-8001-83af2164dc04	tamoxifen	have helped		242	233	positive	172	161	disturbing.but i guess when you are thinking of getting someone in line for surgery, having them do other s for heart conditions woud delay everything.wouldn't have helped in my case.i am one who had a heart attack four months into tamoxifen.but would the stress or ekg have shown that?
241	00dd521e-468a-47a0-801c-1e72704c2110	arimidex	help me		31	23	positive	480	473	my oncologist thought femara was to close to arimidex to help me.
242	00dd521e-468a-47a0-801c-1e72704c2110	femara	help me		42	36	positive	480	473	my oncologist thought femara was to close to arimidex to help me.
246	00dee205-e4db-429e-8001-59d34852fb99	tomax	helped me		108	103	positive	1111	1102	i have more energy, my sex drive is normal, the dryness they talk about has not occurred, even tho i do take steps with lubricant so as to not cause problems just in casei do have a tad of joint pain, but think i could still have some residual from either the chemo or tomaxi am able to go back to the gym, my fatigue is all but goneive gone back to the paleo eating that helped me so much, and i now have to find a life to keep up with myself lol.
247	00df308e-de1d-4170-801c-98884debd364	arimidex	no side effects		16	8	positive	37	22	i take arimidex with no side effects.
248	00e02e13-3605-499b-8001-9ea308b1a8f1	arimidex	much better		237	229	positive	287	276	much better since then.my hot flashes are better on arimidex than they were on tamoxifen.
249	00e02e13-3605-499b-8001-9ea308b1a8f1	tamoxifen	much better		685	676	positive	287	276	much better since then.my hot flashes are better on arimidex than they were on tamoxifen.
250	00e13ad0-2421-4a38-8001-a28776304240	carboplatin	it was doable		27	16	positive	116	103	it was doable although ,y bloods were knocked sideways a couple of times and i had the odd extra week between doses but remember i was on two drugs not just carboplatin on its own.
252	00e337d8-ac20-4210-8001-a9f39ddd1900	taxol	is much better		6	1	positive	21	7	taxol is much better than the ec rounds so far!!!!!
255	00e3c679-d03a-4ac8-801d-c86f782ff2b9	herceptin	hair grew back		16	7	positive	204	190	i do also remember that my hair grew back while on herceptin.
256	00e3c679-d03a-4ac8-801d-c86f782ff2b9	herceptin	did not have any side effects		16	7	positive	61	32	i did herceptin for a year and did not have any side effects.
257	00e4053d-a2ff-40d8-801d-d8dba78e01e1	adriam	went well		122	116	positive	144	135	the first cycle of adriamycin/cytoxan went well.
258	00e4053d-a2ff-40d8-801d-d8dba78e01e1	cytoxa	went well		133	127	positive	144	135	the first cycle of adriamycin/cytoxan went well.
259	00e41db4-6f3b-451a-8001-ad531f32f904	ibrance	no side effects		155	148	positive	369	354	it took a couple of weeks of back and forth with pfizer's patient support and my extended health but in am happy to report that i started my first round of ibrance six days ago with really no side effects.
261	00e5e470-3f2d-4994-8001-b40971d40f10	arimidex	works well		150	142	positive	181	171	i heard arimidex (hormone treatment) works well with er+ pr-.
264	00e804ff-36de-425f-8001-bc24baeff419	doceta	very effective		611	605	positive	658	644	i know that docetaxel (taxotere) is supposed to be very effective with triple negative.
265	00e804ff-36de-425f-8001-bc24baeff419	taxotere	very effective		624	616	positive	658	644	i know that docetaxel (taxotere) is supposed to be very effective with triple negative.
266	00e93327-d4bc-4268-801f-37ea6e0504b1	avastin	it works		228	221	positive	257	249	i think i will be on avastin for life as long as it works!!!!!
267	00ea1e6d-a1b0-45e0-801f-77081ca07e90	femara	has worked for me		22	16	positive	384	367	femara has worked for me so i hope you have good luck with it too
269	00ec2a35-e0e8-43b8-8020-046fd3fa8819	arimidex	all doable		190	182	positive	235	225	i finished the arimidex a year ago already~ so yeah.it is all doable!
270	00edc195-2b7a-4229-8001-d260b84e4ae9	xeloda	kept my hair		510	504	positive	806	794	kept my hair too on xeloda.
272	00edfde8-8e81-4d16-8002-9ecc88e7cd31	zytiga	worked really well		31	25	positive	57	39	i did several months of zytiga, which worked really well (got me done to about 1.5 from over 5), but it shut down my liver.
273	00f0a02d-e6bd-4e71-8001-ddb40d3079b9	tykerb	it helped		494	488	positive	255	246	the herceptin study was cut off early because it helped so many women and i hope to hear the same thing about tykerb.i'll see my onc in a week & will tell her about the dizziness.
274	00f0a02d-e6bd-4e71-8001-ddb40d3079b9	herceptin	it helped		634	625	positive	255	246	the herceptin study was cut off early because it helped so many women and i hope to hear the same thing about tykerb.i'll see my onc in a week & will tell her about the dizziness.
275	00f5cf64-9593-4957-8004-58d0ef394ca9	gemzar	has been great		80	74	positive	107	93	the gemzar and cisplat has been great for me and my onc had said a couple times that he thinks gemzar alone could have great effects.
276	00f5cf64-9593-4957-8004-58d0ef394ca9	cisplat	has been great		92	85	positive	107	93	the gemzar and cisplat has been great for me and my onc had said a couple times that he thinks gemzar alone could have great effects.
277	00f5d400-5315-44e8-8022-b0e9ac8e46d1	carbo	it went well		287	282	positive	311	299	i had six to begin with, carbo/taxol, and it went well - enough shrinkage to have a successful debulking surgery and continued chemo treatment.
278	00f5d400-5315-44e8-8022-b0e9ac8e46d1	taxol	it went well		293	288	positive	311	299	i had six to begin with, carbo/taxol, and it went well - enough shrinkage to have a successful debulking surgery and continued chemo treatment.
279	00f61e3d-1593-485b-8013-265a02bc78f9	tamoxifen	has helped		276	267	positive	287	277	just a possibility, at 48. some ladies have found changing brand of tamoxifen has helped when they have had problems with the drug.
280	00f64081-3601-4d30-8022-cf9022b73dc4	flurouracil	it helps		1036	1025	positive	989	981	it helps by increasing the effectiveness of flurouracil (5-fu) xeloda (capecitabine) - decreases the size of tumours.
